CHAD	chad
MED28	med28
CLYBL	clybl
AHI1	ahi1
FABP6	fabp6
FABP7	fabp7
FABP4	fabp4
FABP5	fabp5
FABP2	fabp2
FABP3	fabp3
CHAT	chat
FABP1	fabp1
AKR1C4	akr1c4
GABRA4	gabra4
MESP2	mesp2
GABRA6	gabra6
GABRA1	gabra1
AKR1C1	akr1c1
AKR1C2	akr1c2
FABP9	fabp9
MYMK	mymk
MMP26	mmp26
SELENOK	selenok
SELENOI	selenoi
ZNF530	znf530
SPDYA	spdya
P2RY6	p2ry6
SPDYC	spdyc
C1QBP	c1qbp
GRIA2	gria2
ITFG1	itfg1
TBC1D24	tbc1d24
GRIA3	gria3
HNRNPL	hnrnpl
SDR9C7	sdr9c7
DNMBP	dnmbp
ADORA3	adora3
ASL	asl
ATP6V0B	atp6v0b
ATP6V0C	atp6v0c
JCAD	jcad
GRIA1	gria1
UFM1	ufm1
GKN1	gkn1
GKN2	gkn2
KIF26A	kif26a
COL5A2	col5a2
COL5A3	col5a3
LAMP5	lamp5
COL5A1	col5a1
CENPM	cenpm
GRIA4	gria4
LAMP1	lamp1
TCF25	tcf25
NAT16	nat16
EP300	ep300
DUT	dut
NAT10	nat10
TAAR5	taar5
PDCD5	pdcd5
TAAR1	taar1
NELFCD	nelfcd
NPY5R	npy5r
HNRNPD	hnrnpd
TAAR9	taar9
TAAR8	taar8
ALDH2	aldh2
UHRF1BP1	uhrf1bp1
LENG1	leng1
PIP4P2	pip4p2
NEU4	neu4
SEPT9	sept9
NPFF	npff
RCE1	rce1
LENG9	leng9
LENG8	leng8
NEU2	neu2
NEU3	neu3
UVSSA	uvssa
UQCR10	uqcr10
UQCR11	uqcr11
ARMS2	arms2
SPANXA1	spanxa1
SPANXA2	spanxa2
SCN9A	scn9a
RPRD1A	rprd1a
TREML2	treml2
CXorf38	cxorf38
RPRD1B	rprd1b
RMDN1	rmdn1
VSTM5	vstm5
VSTM4	vstm4
PATJ	patj
CXorf36	cxorf36
OPRL1	oprl1
PRR9	prr9
TAF8	taf8
GABARAPL1	gabarapl1
ASAH1	asah1
ASAH2	asah2
GABARAPL2	gabarapl2
OR4Q3	or4q3
OR4Q2	or4q2
PRR3	prr3
PRR4	prr4
PRR5	prr5
PRR7	prr7
DVL2	dvl2
DVL3	dvl3
ABCB1	abcb1
DVL1	dvl1
ABCB7	abcb7
ABCB6	abcb6
ABCB5	abcb5
ABCB4	abcb4
MED18	med18
MED19	med19
ABCB9	abcb9
ABCB8	abcb8
CRACR2B	cracr2b
JSRP1	jsrp1
CRACR2A	cracr2a
SYDE2	syde2
PSME4	psme4
PSME2	psme2
PLEKHA1	plekha1
PSME1	psme1
ZNF69	znf69
MTSS1	mtss1
FAM227B	fam227b
FAM227A	fam227a
TMEM248	tmem248
MTFR1L	mtfr1l
SLC9A1	slc9a1
UBAP2L	ubap2l
TOPBP1	topbp1
OR6C2	or6c2
SUPT7L	supt7l
OR6C1	or6c1
TLX2	tlx2
TLX3	tlx3
PVRIG	pvrig
ADH1C	adh1c
ADH1B	adh1b
ADH1A	adh1a
GPX5	gpx5
TBC1D4	tbc1d4
TMEM249	tmem249
FAM240A	fam240a
SLF2	slf2
SLF1	slf1
OR6C6	or6c6
DNLZ	dnlz
PMAIP1	pmaip1
KIAA1257	kiaa1257
SLC9A8	slc9a8
ARFGEF3	arfgef3
LIN7C	lin7c
IST1	ist1
MT-CO3	mt_co3
CYP2W1	cyp2w1
SLC30A8	slc30a8
PSMC3IP	psmc3ip
SLC30A4	slc30a4
SLC30A7	slc30a7
SLC30A6	slc30a6
SLC30A1	slc30a1
SLC30A3	slc30a3
FURIN	furin
ASPDH	aspdh
MT1HL1	mt1hl1
EML2	eml2
BTN1A1	btn1a1
GADD45B	gadd45b
EML1	eml1
EML6	eml6
EML4	eml4
EML5	eml5
PLEKHB2	plekhb2
PHF3	phf3
ZYG11B	zyg11b
ADM5	adm5
TAGLN2	tagln2
GJD4	gjd4
GJD3	gjd3
GJD2	gjd2
ADM2	adm2
UROC1	uroc1
SPEF1	spef1
HLA-DPB1	hla_dpb1
SPEF2	spef2
CETP	cetp
NARS2	nars2
NAIP	naip
OR2D3	or2d3
TTN	ttn
OCM2	ocm2
TMEM244	tmem244
VCP	vcp
NUPL2	nupl2
KAAG1	kaag1
MIPOL1	mipol1
GMPR	gmpr
GMPS	gmps
RSPO3	rspo3
RSPO2	rspo2
RSPO1	rspo1
CNN1	cnn1
CNN3	cnn3
CNN2	cnn2
RXFP2	rxfp2
DHODH	dhodh
USP17L8	usp17l8
RBM38	rbm38
SYNC	sync
ZNF277	znf277
ZNF276	znf276
ZNF275	znf275
NCAPH	ncaph
CHAC2	chac2
SPTLC1	sptlc1
CHAC1	chac1
SEL1L	sel1l
KCNV2	kcnv2
KCNV1	kcnv1
SNTA1	snta1
SPANXN5	spanxn5
ARHGEF37	arhgef37
PLGRKT	plgrkt
MARCH2	march2
PLCB2	plcb2
XKR8	xkr8
CIAO1	ciao1
NOP10	nop10
ITGA10	itga10
EXOC3L4	exoc3l4
EXOC3L2	exoc3l2
EXOC3L1	exoc3l1
NOP16	nop16
LSM14B	lsm14b
PARP8	parp8
EIF5B	eif5b
CTXN1	ctxn1
CTXN2	ctxn2
EIF5A	eif5a
CCKBR	cckbr
STK35	stk35
MAML2	maml2
MAML3	maml3
MAML1	maml1
NONO	nono
TMEM247	tmem247
MARCH8	march8
PARP4	parp4
DPYS	dpys
TRPM8	trpm8
TRPM4	trpm4
TRPM5	trpm5
TRPM6	trpm6
TMEM171	tmem171
TRPM1	trpm1
TRPM2	trpm2
TRPM3	trpm3
SULT1C3	sult1c3
SULT1C2	sult1c2
TUBB8	tubb8
METRN	metrn
LARGE1	large1
LARGE2	large2
TMEM240	tmem240
TUBB3	tubb3
METTL1	mettl1
FAN1	fan1
HERC3	herc3
HERC2	herc2
HERC5	herc5
HERC4	herc4
HERC6	herc6
C19orf71	c19orf71
C19orf70	c19orf70
C19orf73	c19orf73
APTX	aptx
APOLD1	apold1
SLFNL1	slfnl1
SH3BGRL3	sh3bgrl3
SH3BGRL2	sh3bgrl2
ERBIN	erbin
TMEM241	tmem241
NYNRIN	nynrin
C17orf58	c17orf58
SMIM13	smim13
C11orf68	c11orf68
SLCO2B1	slco2b1
C17orf51	c17orf51
C17orf50	c17orf50
C17orf53	c17orf53
C11orf65	c11orf65
PRR34	prr34
PRR35	prr35
PRR36	prr36
EIF3C	eif3c
TNFSF4	tnfsf4
MIS18A	mis18a
C9orf16	c9orf16
MKNK2	mknk2
LCLAT1	lclat1
MKNK1	mknk1
B3GNT9	b3gnt9
OLFM3	olfm3
CCR1	ccr1
CCR2	ccr2
CCR3	ccr3
CCR4	ccr4
CCR5	ccr5
CCR6	ccr6
CCR7	ccr7
CCR8	ccr8
CCR9	ccr9
BCAS4	bcas4
OR5AC1	or5ac1
BCAS2	bcas2
BCAS3	bcas3
BCAS1	bcas1
DRAM1	dram1
MT-ND4L	mt_nd4l
DRAM2	dram2
PABPC1L	pabpc1l
CD81	cd81
CD80	cd80
CD83	cd83
CD82	cd82
CD84	cd84
CD86	cd86
RPL13A	rpl13a
TTF1	ttf1
BEAN1	bean1
TM4SF4	tm4sf4
SLC8A1	slc8a1
SLC8A3	slc8a3
SLC8A2	slc8a2
BCL7C	bcl7c
BCL7B	bcl7b
BCL7A	bcl7a
ZBED1	zbed1
NANOGNB	nanognb
ZBED3	zbed3
BNIP3L	bnip3l
TMEM135	tmem135
ZBED6	zbed6
ZBED8	zbed8
SCP2	scp2
EFNA5	efna5
EFNA4	efna4
EFNA3	efna3
EFNA2	efna2
EFNA1	efna1
TM4SF5	tm4sf5
MAIP1	maip1
CD8A	cd8a
CD8B	cd8b
ZFAND5	zfand5
MKKS	mkks
OSBP2	osbp2
GALNT16	galnt16
GALNT17	galnt17
GALNT14	galnt14
GALNT15	galnt15
GALNT12	galnt12
GALNT13	galnt13
GALNT10	galnt10
GALNT11	galnt11
CDS1	cds1
CDS2	cds2
PDE9A	pde9a
GALNT18	galnt18
TEX29	tex29
SSH2	ssh2
HLA-DOA	hla_doa
HLA-DOB	hla_dob
CALR3	calr3
HARS2	hars2
CLCC1	clcc1
STIM2	stim2
ANTXR1	antxr1
ANTXR2	antxr2
LIMK2	limk2
CCDC74B	ccdc74b
CCDC74A	ccdc74a
LIMK1	limk1
S100P	s100p
SSH3	ssh3
OR51S1	or51s1
MAP2	map2
C1orf189	c1orf189
C8B	c8b
MAP6	map6
MAP7	map7
CRIPAK	cripak
C8G	c8g
TEAD3	tead3
TEAD2	tead2
S100G	s100g
CAMLG	camlg
C1orf185	c1orf185
NFKBIB	nfkbib
S100B	s100b
PTPN22	ptpn22
FAM180A	fam180a
FAM180B	fam180b
PTPN21	ptpn21
PLEKHF1	plekhf1
WFS1	wfs1
PLEKHF2	plekhf2
BRI3	bri3
CXorf49B	cxorf49b
CHIT1	chit1
MRPL18	mrpl18
PPL	ppl
APEX1	apex1
APEX2	apex2
RPL37A	rpl37a
OVOL2	ovol2
RSBN1	rsbn1
PPY	ppy
SPOCD1	spocd1
FANK1	fank1
KMT2C	kmt2c
KMT2B	kmt2b
ESRRG	esrrg
ESRRA	esrra
KMT2E	kmt2e
ESRRB	esrrb
CLDN23	cldn23
CLDN22	cldn22
CYP4V2	cyp4v2
CLDN20	cldn20
CLDN25	cldn25
CLEC11A	clec11a
MTPN	mtpn
SRP54	srp54
TTBK1	ttbk1
DYNC1H1	dync1h1
EPHA10	epha10
OR2A42	or2a42
SNRNP48	snrnp48
TIE1	tie1
ZNF718	znf718
TAF6L	taf6l
DMRTA2	dmrta2
THG1L	thg1l
ZNF716	znf716
DMRTA1	dmrta1
RFC4	rfc4
EBPL	ebpl
ZNF860	znf860
ZNF713	znf713
NFAM1	nfam1
YY1AP1	yy1ap1
TOM1L2	tom1l2
MAPT	mapt
ANTXRL	antxrl
HLA-DQA1	hla_dqa1
HLA-DQA2	hla_dqa2
VPS33A	vps33a
ASB10	asb10
FAM160A1	fam160a1
FAM160A2	fam160a2
ASB13	asb13
ASB14	asb14
ASB15	asb15
ASB16	asb16
ASB17	asb17
ASB18	asb18
PLPP1	plpp1
UTS2B	uts2b
C14orf28	c14orf28
DHCR7	dhcr7
CASP10	casp10
OR4K15	or4k15
CASP12	casp12
AFG3L2	afg3l2
CASP14	casp14
TATDN3	tatdn3
SERPINB9	serpinb9
XAGE2	xage2
THPO	thpo
C18orf63	c18orf63
GSN	gsn
XPOT	xpot
SMIM15	smim15
CEMIP2	cemip2
NBEAL2	nbeal2
AVIL	avil
TCHHL1	tchhl1
ZFP1	zfp1
ZFP2	zfp2
OR4K14	or4k14
NSMF	nsmf
CACNG2	cacng2
ANKMY2	ankmy2
TLE2	tle2
MYCBP2	mycbp2
SERPINB8	serpinb8
PTBP3	ptbp3
MYMX	mymx
PTBP1	ptbp1
NNT	nnt
SMIM19	smim19
CD163L1	cd163l1
FAM19A4	fam19a4
FAM19A5	fam19a5
FAM19A2	fam19a2
FAM19A3	fam19a3
FAM19A1	fam19a1
HK2	hk2
HK3	hk3
ZBTB6	zbtb6
HK1	hk1
TUSC3	tusc3
CACNG3	cacng3
CT62	ct62
ZNF445	znf445
CACNA2D2	cacna2d2
CACNA2D3	cacna2d3
ATP2B3	atp2b3
CACNA2D1	cacna2d1
ATP2B4	atp2b4
CACNA2D4	cacna2d4
VSIG1	vsig1
FDPS	fdps
MTCH1	mtch1
GPR160	gpr160
MLC1	mlc1
TFPI2	tfpi2
MSRA	msra
SUPT4H1	supt4h1
MOB3A	mob3a
ZC2HC1B	zc2hc1b
XRN1	xrn1
CYP27C1	cyp27c1
TBX6	tbx6
RBBP8NL	rbbp8nl
TNF	tnf
FBXO5	fbxo5
BATF	batf
SYT3	syt3
TRIM6	trim6
FBXO6	fbxo6
PABPC1	pabpc1
MACF1	macf1
PABPC4	pabpc4
PABPC5	pabpc5
ZNF19	znf19
ZC2HC1C	zc2hc1c
FBXO9	fbxo9
DQX1	dqx1
EED	eed
MAPKAPK5	mapkapk5
MAPKAPK3	mapkapk3
MAPKAPK2	mapkapk2
TUBG2	tubg2
PDHX	pdhx
PTBP2	ptbp2
ZFHX4	zfhx4
CACNG6	cacng6
ZNF804A	znf804a
GOLPH3	golph3
PIK3R6	pik3r6
PIK3R5	pik3r5
PIK3R4	pik3r4
PIK3R3	pik3r3
PIK3R2	pik3r2
PIK3R1	pik3r1
CTNNBL1	ctnnbl1
PDHB	pdhb
SAMD8	samd8
PDIA5	pdia5
PTPRN2	ptprn2
TMEM38A	tmem38a
TIAL1	tial1
SLC10A2	slc10a2
OR4A5	or4a5
RPS3	rps3
HSF2BP	hsf2bp
HEXIM1	hexim1
DENND5B	dennd5b
DENND5A	dennd5a
HEXIM2	hexim2
PTCRA	ptcra
ELFN1	elfn1
OR5AP2	or5ap2
ARMCX6	armcx6
LRRC18	lrrc18
LRRC19	lrrc19
ZNF705B	znf705b
LRRC17	lrrc17
LRRC14	lrrc14
LRRC15	lrrc15
ZNF442	znf442
LRRC10	lrrc10
RHD	rhd
SLC51A	slc51a
SLC51B	slc51b
TLR1	tlr1
CRLS1	crls1
RAB3C	rab3c
OR10J1	or10j1
ELFN2	elfn2
SPANXD	spanxd
FAM111A	fam111a
TASP1	tasp1
XCL1	xcl1
TOMM40L	tomm40l
RAB3A	rab3a
NFATC1	nfatc1
TMEM202	tmem202
IDS	ids
ZNF891	znf891
SPANXC	spanxc
ARMC6	armc6
RBKS	rbks
NFATC3	nfatc3
GLIPR1L1	glipr1l1
GLIPR1L2	glipr1l2
TNFAIP8L3	tnfaip8l3
IDE	ide
LRG1	lrg1
NCAM2	ncam2
TNFAIP8L2	tnfaip8l2
SORL1	sorl1
FAHD2B	fahd2b
FAHD2A	fahd2a
DROSHA	drosha
CCDC105	ccdc105
TNFAIP8L1	tnfaip8l1
CCDC107	ccdc107
CGN	cgn
CGA	cga
TMEM203	tmem203
USP17L20	usp17l20
OBP2A	obp2a
USP17L26	usp17l26
USP17L27	usp17l27
USP17L24	usp17l24
USP17L25	usp17l25
POLD1	pold1
POLD2	pold2
POLD3	pold3
POLD4	pold4
PML	pml
REEP3	reep3
REEP2	reep2
ATP7B	atp7b
ARMCX3	armcx3
TIGD1	tigd1
REEP6	reep6
MRM2	mrm2
MRM3	mrm3
CECR2	cecr2
MRM1	mrm1
SREK1IP1	srek1ip1
TSKS	tsks
RPL23A	rpl23a
NUB1	nub1
ARL6IP6	arl6ip6
ARL6IP5	arl6ip5
ARL6IP4	arl6ip4
ARL6IP1	arl6ip1
ZNF106	znf106
CHRNA4	chrna4
CHRNA5	chrna5
CHRNA6	chrna6
CHRNA7	chrna7
FER	fer
CHRNA1	chrna1
CHRNA2	chrna2
CHRNA3	chrna3
SAV1	sav1
ARMCX2	armcx2
USF2	usf2
CHRNA9	chrna9
MAPK8IP2	mapk8ip2
MAPK8IP3	mapk8ip3
NFKBIA	nfkbia
STAU1	stau1
CEP152	cep152
DICER1	dicer1
ID4	id4
ID2	id2
ID3	id3
ID1	id1
TSACC	tsacc
MGME1	mgme1
CASC10	casc10
TIGD3	tigd3
CFAP221	cfap221
ZNF865	znf865
AARS	aars
HP1BP3	hp1bp3
CPAMD8	cpamd8
CHGB	chgb
S100A7	s100a7
TCF7L2	tcf7l2
PDCD6IP	pdcd6ip
OR10AD1	or10ad1
MSN	msn
LENEP	lenep
SPACA5B	spaca5b
FOPNL	fopnl
MSC	msc
OPLAH	oplah
SEC31A	sec31a
XBP1	xbp1
GRAMD2B	gramd2b
ANKRD6	ankrd6
ANKRD7	ankrd7
ANKRD1	ankrd1
ANKRD2	ankrd2
AQR	aqr
ANKRD9	ankrd9
AHDC1	ahdc1
GLI3	gli3
GLI1	gli1
TFIP11	tfip11
AQP12B	aqp12b
AQP12A	aqp12a
FSHR	fshr
DISP1	disp1
DISP3	disp3
DISP2	disp2
YME1L1	yme1l1
PEF1	pef1
GDNF	gdnf
LONP2	lonp2
COL8A2	col8a2
COL8A1	col8a1
HNRNPA1L2	hnrnpa1l2
MYOCOS	myocos
HCCS	hccs
ORC6	orc6
ORC4	orc4
ORC5	orc5
ORC2	orc2
GTF2E2	gtf2e2
AP5Z1	ap5z1
ORC1	orc1
SPATA3	spata3
DMKN	dmkn
UBA7	uba7
TIGD4	tigd4
SPATA2	spata2
TBC1D3L	tbc1d3l
SPATA1	spata1
RCC1	rcc1
RCC2	rcc2
ZNF101	znf101
SPATA7	spata7
ZNF233	znf233
SPATA6	spata6
CWH43	cwh43
TIGD7	tigd7
SIGLEC8	siglec8
C5orf51	c5orf51
ZNF730	znf730
NBL1	nbl1
DNM1L	dnm1l
LETMD1	letmd1
SIGLEC7	siglec7
FOLR1	folr1
FOLR2	folr2
FOLR3	folr3
DUOXA1	duoxa1
RANGRF	rangrf
C3orf80	c3orf80
DUOXA2	duoxa2
FHIT	fhit
C3orf84	c3orf84
C3orf85	c3orf85
UGT1A	ugt1a
PROCA1	proca1
FTMT	ftmt
TRAM1L1	tram1l1
LAPTM5	laptm5
B2M	b2m
OR52B6	or52b6
RITA1	rita1
HSPA6	hspa6
CCZ1B	ccz1b
ZNF678	znf678
HSPA5	hspa5
VRTN	vrtn
PALMD	palmd
NR0B2	nr0b2
NR0B1	nr0b1
HSPA4	hspa4
NT5DC3	nt5dc3
NELFB	nelfb
SPTLC2	sptlc2
SPTLC3	sptlc3
DRAP1	drap1
ABCD1	abcd1
ABCD3	abcd3
ABCD2	abcd2
RARS2	rars2
ABCD4	abcd4
C2CD3	c2cd3
C2CD2	c2cd2
KRTAP1-3	krtap1_3
HSPA8	hspa8
ZNF43	znf43
C2CD6	c2cd6
C2CD5	c2cd5
SSFA2	ssfa2
TOM1	tom1
ANGPT2	angpt2
TMEM19	tmem19
NELFE	nelfe
RRBP1	rrbp1
TRAPPC9	trappc9
TRAPPC8	trappc8
PI3	pi3
PABPC1L2A	pabpc1l2a
KHDC3L	khdc3l
OR1P1	or1p1
TRAPPC3	trappc3
TRAPPC2	trappc2
TRAPPC5	trappc5
TRAPPC4	trappc4
PRPH	prph
BAK1	bak1
ANGPT4	angpt4
CSN2	csn2
CSN3	csn3
RHBG	rhbg
PPP1R14A	ppp1r14a
ZNF232	znf232
PNISR	pnisr
SLC50A1	slc50a1
ST6GALNAC3	st6galnac3
SIM1	sim1
TSNAXIP1	tsnaxip1
PRRT3	prrt3
PFN1	pfn1
CYP2U1	cyp2u1
LILRB5	lilrb5
LILRB4	lilrb4
LILRB3	lilrb3
LILRB2	lilrb2
LILRB1	lilrb1
DGAT1	dgat1
KIR2DS4	kir2ds4
DGAT2	dgat2
TESPA1	tespa1
MTCP1	mtcp1
PSMG4	psmg4
TBC1D10B	tbc1d10b
GRAP2	grap2
SOBP	sobp
PSMG1	psmg1
PSMG2	psmg2
PSMG3	psmg3
TAS2R14	tas2r14
KSR1	ksr1
KSR2	ksr2
DSEL	dsel
SLC35D3	slc35d3
PPIH	ppih
GRAPL	grapl
TP53TG3	tp53tg3
GATAD2B	gatad2b
PYM1	pym1
CNTFR	cntfr
TACR3	tacr3
TACR2	tacr2
TACR1	tacr1
KCNH5	kcnh5
KCNH4	kcnh4
KCNH7	kcnh7
KCNH6	kcnh6
KCNH1	kcnh1
KCNH3	kcnh3
KCNH2	kcnh2
PPIC	ppic
KCNH8	kcnh8
MCUB	mcub
SLC28A2	slc28a2
OR5T2	or5t2
PPIA	ppia
SERBP1	serbp1
MRPL53	mrpl53
PIGBOS1	pigbos1
ZNF296	znf296
SSMEM1	ssmem1
C9orf116	c9orf116
MANSC1	mansc1
SLC28A1	slc28a1
NUP133	nup133
PRNP	prnp
LIN37	lin37
NDUFAF5	ndufaf5
KIAA0586	kiaa0586
NDUFAF7	ndufaf7
NDUFAF6	ndufaf6
FOXM1	foxm1
ZER1	zer1
NDUFAF3	ndufaf3
FKTN	fktn
OR2H2	or2h2
OR2H1	or2h1
NDUFAF8	ndufaf8
GDAP2	gdap2
GDAP1	gdap1
ZDHHC21	zdhhc21
LRRC70	lrrc70
DNALI1	dnali1
ZSWIM7	zswim7
SSTR4	sstr4
AP3D1	ap3d1
PTTG1	pttg1
SZT2	szt2
ILDR2	ildr2
ILDR1	ildr1
FAM71E1	fam71e1
FAM71E2	fam71e2
ZSWIM3	zswim3
SULT1A1	sult1a1
SULT1A3	sult1a3
SULT1A2	sult1a2
BARX2	barx2
RBBP7	rbbp7
CABYR	cabyr
BARX1	barx1
IL3RA	il3ra
NOL8	nol8
CHTF18	chtf18
C19orf18	c19orf18
NOL4	nol4
NOL7	nol7
NOL6	nol6
OLIG2	olig2
C19orf12	c19orf12
NOL3	nol3
OLIG1	olig1
NIPSNAP2	nipsnap2
NIPSNAP1	nipsnap1
OR9I1	or9i1
FAM156B	fam156b
FAM156A	fam156a
ZNF787	znf787
TMEM52	tmem52
KRTAP9-8	krtap9_8
DCAKD	dcakd
ZSWIM9	zswim9
CLPTM1	clptm1
OR9A2	or9a2
CDC45	cdc45
OSR1	osr1
CDC40	cdc40
CDC42	cdc42
UNK	unk
NADSYN1	nadsyn1
TECR	tecr
PGLYRP3	pglyrp3
PGLYRP2	pglyrp2
PGLYRP1	pglyrp1
ACRV1	acrv1
SYCE1L	syce1l
CHAF1B	chaf1b
VCY	vcy
BIN1	bin1
BIN3	bin3
BIN2	bin2
RGS22	rgs22
RGS21	rgs21
RGS20	rgs20
DPYD	dpyd
PTPRH	ptprh
EFHC2	efhc2
RBBP4	rbbp4
CDCA2	cdca2
CDCA3	cdca3
YLPM1	ylpm1
TSTD3	tstd3
CDCA7	cdca7
CDCA4	cdca4
CDCA5	cdca5
CDCA8	cdca8
PIN4	pin4
GFAP	gfap
STEAP1B	steap1b
UTS2	uts2
RADIL	radil
NPY4R2	npy4r2
XYLT1	xylt1
METTL11B	mettl11b
ZNF717	znf717
OSGEPL1	osgepl1
RSF1	rsf1
VPS53	vps53
OR2Z1	or2z1
OAF	oaf
KCNF1	kcnf1
PLB1	plb1
UGP2	ugp2
MUC4	muc4
PCDH18	pcdh18
SEM1	sem1
SASH1	sash1
CT47A7	ct47a7
CT47A6	ct47a6
CT47A5	ct47a5
CT47A4	ct47a4
CT47A3	ct47a3
CT47A2	ct47a2
CT47A1	ct47a1
WASF3	wasf3
CYB5A	cyb5a
CT47A9	ct47a9
CT47A8	ct47a8
POU3F3	pou3f3
SS18L2	ss18l2
FAS	fas
IGDCC3	igdcc3
DMRTC1B	dmrtc1b
FAP	fap
HLA-DMA	hla_dma
MED14OS	med14os
SYTL4	sytl4
NPAS4	npas4
SYTL1	sytl1
SYTL3	sytl3
SYTL2	sytl2
OR51Q1	or51q1
SPRED1	spred1
SPRED2	spred2
NPAS2	npas2
BRK1	brk1
OR10K2	or10k2
OR10K1	or10k1
OR10G4	or10g4
TNNC2	tnnc2
ZNF652	znf652
OR10G3	or10g3
OR10G2	or10g2
PIK3C3	pik3c3
ASTL	astl
GK	gk
VOPP1	vopp1
PLEKHH3	plekhh3
PLEKHH2	plekhh2
PLEKHH1	plekhh1
RELT	relt
ESRP2	esrp2
ESRP1	esrp1
ZCCHC8	zcchc8
RELN	reln
RELB	relb
NANOS1	nanos1
HDGF	hdgf
PRY	pry
PRX	prx
ZMPSTE24	zmpste24
MRPL36	mrpl36
CRISPLD2	crispld2
CRISPLD1	crispld1
MRPL35	mrpl35
MRPL32	mrpl32
MRPL33	mrpl33
MRPL30	mrpl30
PTRH2	ptrh2
TMEM131L	tmem131l
CLEC17A	clec17a
PTH2R	pth2r
MRPL38	mrpl38
CYYR1	cyyr1
FAM69C	fam69c
FAM69B	fam69b
FAM69A	fam69a
FAM92B	fam92b
KLK4	klk4
DMRTC1	dmrtc1
DMRTC2	dmrtc2
KLK7	klk7
KLK8	klk8
KLK9	klk9
THOC1	thoc1
THOC7	thoc7
THOC6	thoc6
THOC5	thoc5
HNRNPDL	hnrnpdl
ZNF74	znf74
PRRG2	prrg2
ZNF841	znf841
UNC93B1	unc93b1
PRRG3	prrg3
RHBDL2	rhbdl2
RHBDL3	rhbdl3
ZNF846	znf846
RHBDL1	rhbdl1
SNN	snn
HSD3B7	hsd3b7
HSD3B1	hsd3b1
HSD3B2	hsd3b2
MTRR	mtrr
ADAM32	adam32
YWHAG	ywhag
CD300A	cd300a
ERVMER34-1	ervmer34_1
CD300E	cd300e
CLUAP1	cluap1
FOXP3	foxp3
COPS8	cops8
COPS9	cops9
RCCD1	rccd1
ADAM30	adam30
FOXP4	foxp4
MSL3	msl3
COPS2	cops2
COPS3	cops3
LBHD1	lbhd1
SAA4	saa4
COPS6	cops6
NUP85	nup85
COPS4	cops4
COPS5	cops5
NPIPB15	npipb15
PPOX	ppox
YTHDF1	ythdf1
NPIPB11	npipb11
MDGA1	mdga1
GTSF1	gtsf1
ZNF595	znf595
ZNF598	znf598
PARP11	parp11
TMEM72	tmem72
MYCN	mycn
MYCL	mycl
RCC1L	rcc1l
PARPBP	parpbp
ZFR2	zfr2
C17orf67	c17orf67
UFSP2	ufsp2
SREBF1	srebf1
PLCH2	plch2
SPOP	spop
ERFE	erfe
PLCH1	plch1
KRTAP9-3	krtap9_3
NLK	nlk
FDFT1	fdft1
FAM135A	fam135a
FAM135B	fam135b
NLN	nln
IGF2	igf2
NUDT9	nudt9
STARD9	stard9
IGF1	igf1
DLD	dld
TMED5	tmed5
NUDT1	nudt1
NUDT2	nudt2
NUDT3	nudt3
NUDT4	nudt4
NUDT5	nudt5
NUDT6	nudt6
NUDT7	nudt7
TWSG1	twsg1
PVR	pvr
TARS	tars
TK1	tk1
SWT1	swt1
PHLDB1	phldb1
COL16A1	col16a1
PHLDB3	phldb3
NTHL1	nthl1
LARS	lars
ATP5F1D	atp5f1d
ATP5F1E	atp5f1e
ATP5F1A	atp5f1a
ATP5F1B	atp5f1b
ATP5F1C	atp5f1c
CYP27A1	cyp27a1
MEF2B	mef2b
MEF2A	mef2a
FETUB	fetub
DDRGK1	ddrgk1
MSLN	msln
FBXL20	fbxl20
FBXL21	fbxl21
FBXL22	fbxl22
SSB	ssb
EPHX1	ephx1
EPHX2	ephx2
EPHX3	ephx3
FAM168B	fam168b
ZNF333	znf333
ZNF330	znf330
FAM168A	fam168a
TEX15	tex15
RPLP2	rplp2
NSL1	nsl1
RPLP0	rplp0
TEX11	tex11
TEX10	tex10
TEX12	tex12
CD300LG	cd300lg
CD300LF	cd300lf
SLCO1B1	slco1b1
CD300LD	cd300ld
ZNF207	znf207
CD300LB	cd300lb
SGSM3	sgsm3
LRRC3B	lrrc3b
LRRC3C	lrrc3c
CFAP20	cfap20
RSC1A1	rsc1a1
ECD	ecd
NOTCH2NL	notch2nl
GPATCH11	gpatch11
THTPA	thtpa
SPOUT1	spout1
KRTAP9-7	krtap9_7
CIB2	cib2
CIB3	cib3
NDFIP1	ndfip1
CIB1	cib1
PRIMA1	prima1
CIB4	cib4
THYN1	thyn1
ZNF804B	znf804b
TTC29	ttc29
ARID3A	arid3a
TRIO	trio
EVC	evc
NTF4	ntf4
MTMR12	mtmr12
MTMR11	mtmr11
MTMR10	mtmr10
UGDH	ugdh
CELSR3	celsr3
CELSR2	celsr2
CELSR1	celsr1
RABL2B	rabl2b
PTCHD4	ptchd4
PTCHD3	ptchd3
PTCHD1	ptchd1
BBX	bbx
NEK6	nek6
USP17L30	usp17l30
SHTN1	shtn1
LRRC38	lrrc38
CXADR	cxadr
FRMD4B	frmd4b
CYP24A1	cyp24a1
SUPT3H	supt3h
MFSD10	mfsd10
LRRC30	lrrc30
ABCA2	abca2
LRRC32	lrrc32
LRRC34	lrrc34
LRRC36	lrrc36
LY6G5B	ly6g5b
MFN2	mfn2
MFN1	mfn1
ZNF33B	znf33b
ZNF33A	znf33a
FAM117A	fam117a
